Oil data: 572 lines (oils of different origins)
Columns 1-8:  normalized fatty acid concentrations (between 0 and 100 %)
columns 9-17: 9 bit string are target vectors representing the oil-origin
column   18:  ID numbers of the oil origin region in Italy (from 1 to Norigin)
column   19:  Region where the olive oils are coming from (ASCII text)

  41.3  22.6  33.2  72.2  21.9  47.2  56.3  48.2  1 0 0 0 0 0 0 0 0    1 N.Apul.
  62.7  46.8  35.0  47.3  37.6  55.6  56.3  53.6  0 1 0 0 0 0 0 0 0    1 Calabr.
  75.0  63.4  19.7  35.9  55.4  34.7  42.7  30.4  0 0 1 0 0 0 0 0 0    1 S.Apul.
  54.4  44.5  33.6  53.3  36.8  47.2  65.0  58.9  0 0 0 1 0 0 0 0 0    1  Sicily
  46.1  39.6  31.4  46.1  65.0  56.9  93.2    .0  0 0 0 0 1 0 0 0 0    1 I.Sard.
  46.7  31.3  44.4  38.9  84.7  25.0  57.3    .0  0 0 0 0 0 1 0 0 0    1 C.Sard.
  60.4  17.0  48.4  59.2  21.7  94.4  95.1    .0  0 0 0 0 0 0 1 0 0    1 Ea.Lig.
  51.6  50.9  61.9  49.3  56.0    .0   7.8    .0  0 0 0 0 0 0 0 1 0    1 We.Lig.
  42.2  20.8  12.6  78.4  15.4  25.0  46.6    .0  0 0 0 0 0 0 0 0 1    1  Umbria
  42.5  21.9  32.3  66.8  32.6  40.3  57.3  48.2  1 0 0 0 0 0 0 0 0    2 N.Apul.
  26.8  14.7  42.2  85.9   9.9  40.3  59.2  48.2  1 0 0 0 0 0 0 0 0    3 N.Apul.
  31.6  15.8  39.5  78.3  16.7  66.7  73.8  58.9  1 0 0 0 0 0 0 0 0    4 N.Apul.
  39.2  19.6  48.0  69.7  21.9  66.7  75.7  78.6  1 0 0 0 0 0 0 0 0    5 N.Apul.
  26.8  12.8  52.0  77.0  22.5  68.1  66.0  75.0  1 0 0 0 0 0 0 0 0    6 N.Apul.
  27.7  19.2  50.2  80.1  16.6  65.3  52.4  48.2  1 0 0 0 0 0 0 0 0    7 N.Apul.
  43.6  17.4  37.2  67.7  28.0  51.4  60.2  58.9  1 0 0 0 0 0 0 0 0    8 N.Apul.
  42.0  17.0  39.0  68.5  25.5  61.1  78.6  55.4  1 0 0 0 0 0 0 0 0    9 N.Apul.
  38.0  15.1  27.4  77.9  18.1  33.3  48.5  50.0  1 0 0 0 0 0 0 0 0   10 N.Apul.
  39.2   7.5  30.0  79.5  15.4  26.4  61.2  39.3  1 0 0 0 0 0 0 0 0   11 N.Apul.
  37.9  16.6  37.2  74.3  20.8  38.9  58.3  75.0  1 0 0 0 0 0 0 0 0   12 N.Apul.
  41.2  20.8  27.8  67.7  29.3  66.7  74.8  55.4  1 0 0 0 0 0 0 0 0   13 N.Apul.
  23.6  14.0  40.8  81.4  20.3  54.2  74.8  53.6  1 0 0 0 0 0 0 0 0   14 N.Apul.
  30.4  12.8  45.7  70.9  32.5  66.7  70.9  69.6  1 0 0 0 0 0 0 0 0   15 N.Apul.
  48.4  31.3  22.0  61.9  36.0  41.7  56.3  48.2  1 0 0 0 0 0 0 0 0   16 N.Apul.
  29.6  29.8  13.9  73.0  33.3  55.6  70.9  51.8  1 0 0 0 0 0 0 0 0   17 N.Apul.
  59.4  20.4  23.8  49.5  49.8  59.7  66.0  46.4  1 0 0 0 0 0 0 0 0   18 N.Apul.
  31.2  20.8  19.3  78.6  28.8  61.1  70.9  50.0  1 0 0 0 0 0 0 0 0   19 N.Apul.
  30.4  23.4  47.5  72.0  28.2  56.9  73.8  55.4  1 0 0 0 0 0 0 0 0   20 N.Apul.
  41.2  19.6  37.7  66.0  26.2  75.0  78.6  76.8  1 0 0 0 0 0 0 0 0   21 N.Apul.
  34.2  11.7  61.0  71.4  22.6  75.0  81.6  67.9  1 0 0 0 0 0 0 0 0   22 N.Apul.
  39.6  14.3  42.6  66.5  24.7  72.2  84.5  87.5  1 0 0 0 0 0 0 0 0   23 N.Apul.
  40.4   9.1  36.8  74.7  25.0  55.6  69.9  42.9  1 0 0 0 0 0 0 0 0   24 N.Apul.
  40.4  11.3  41.7  70.1  24.3  62.5  77.7  64.3  1 0 0 0 0 0 0 0 0   25 N.Apul.
  63.2  45.7  29.1  41.4  49.1  56.9  59.2  50.0  0 1 0 0 0 0 0 0 0    2 Calabr.
  66.6  37.7  42.2  44.3  41.7  59.7  59.2  28.6  0 1 0 0 0 0 0 0 0    3 Calabr.
  68.3  36.2  53.8  39.2  48.1  61.1  60.2  37.5  0 1 0 0 0 0 0 0 0    4 Calabr.
  60.9  35.5  41.7  45.2  44.5  56.9  58.3  64.3  0 1 0 0 0 0 0 0 0    5 Calabr.
  59.1  40.0  28.3  46.7  43.4  52.8  64.1  69.6  0 1 0 0 0 0 0 0 0    6 Calabr.
  64.5  39.6  74.4  37.1  45.7  66.7  66.0  64.3  0 1 0 0 0 0 0 0 0    7 Calabr.
  62.1  40.4  39.9  45.4  41.3  61.1  68.0  58.9  0 1 0 0 0 0 0 0 0    8 Calabr.
  64.9  37.4  16.6  49.1  36.4  63.9  68.0  33.9  0 1 0 0 0 0 0 0 0    9 Calabr.
  61.2  38.1  45.3  47.8  36.7  52.8  65.0  44.6  0 1 0 0 0 0 0 0 0   10 Calabr.
  54.3  34.7  30.9  54.1  34.2  72.2  66.0  46.4  0 1 0 0 0 0 0 0 0   11 Calabr.
  56.4  21.5  58.7  51.9  37.3  58.3  63.1  46.4  0 1 0 0 0 0 0 0 0   12 Calabr.
